scenario,scenario_type,case_key,case_name,trades,win_rate,expected_return,total_return_pct,max_drawdown_pct,avg_holding_days,tp_count,sl_count,timeout_count,top20_win_rate,prob65_win_rate,avg_peak_profit_pct,avg_trade_drawdown_pct
2024_ai_bubble,bull,combo_regime_strict__fixed7__margin_le10,地合い厳格化 x 固定7% x 信用倍率10倍以下,675,59.4,2.267,83.301,-6.307,4.47,351,252,72,85.2,73.5,6.423,-2.678
2024_ai_bubble,bull,combo_regime_strict__fixed7__margin_le20,地合い厳格化 x 固定7% x 信用倍率20倍以下,711,57.7,2.105,81.71,-5.852,4.41,362,277,72,83.1,72.0,6.422,-2.773
2024_ai_bubble,bull,combo_regime_strict__fixed7__margin_le5,地合い厳格化 x 固定7% x 信用倍率5倍以下,637,55.1,1.842,62.151,-5.169,4.41,307,259,71,79.5,67.1,6.05,-2.958
2024_ai_bubble,bull,combo_regime_strict__fixed7__short_pressure,地合い厳格化 x 固定7% x 売り残比率10%以上,675,59.4,2.267,83.301,-6.307,4.47,351,252,72,85.2,73.5,6.423,-2.678
2024_ai_bubble,bull,combo_regime_strict__ma5,地合い厳格化 x 5日MA割れ,758,61.7,2.57,88.179,-13.453,6.01,457,284,17,82.8,74.6,9.172,-2.92
2024_ai_bubble,bull,combo_regime_strict__ma5__margin_le10,地合い厳格化 x 5日MA割れ x 信用倍率10倍以下,608,59.5,2.12,83.431,-7.119,5.98,353,243,12,81.0,75.4,8.281,-2.874
2024_ai_bubble,bull,combo_regime_strict__ma5__margin_le20,地合い厳格化 x 5日MA割れ x 信用倍率20倍以下,629,59.6,2.282,69.807,-12.382,5.99,363,249,17,81.6,75.6,8.618,-2.97
2024_ai_bubble,bull,combo_regime_strict__ma5__margin_le5,地合い厳格化 x 5日MA割れ x 信用倍率5倍以下,579,57.3,1.731,46.548,-5.496,5.93,322,242,15,79.1,71.1,7.793,-3.138
2024_ai_bubble,bull,combo_regime_strict__ma5__short_pressure,地合い厳格化 x 5日MA割れ x 売り残比率10%以上,608,59.5,2.12,83.431,-7.119,5.98,353,243,12,81.0,75.4,8.281,-2.874
2024_ai_bubble,bull,combo_regime_strict__pullback2,地合い厳格化 x 反落-2%,789,63.1,2.794,97.249,-11.866,5.46,372,275,142,86.0,78.3,8.657,-2.695
2024_ai_bubble,bull,combo_regime_strict__pullback2__margin_le10,地合い厳格化 x 反落-2% x 信用倍率10倍以下,622,59.3,2.419,92.678,-7.724,5.58,267,235,120,82.3,75.2,8.095,-2.707
2024_ai_bubble,bull,combo_regime_strict__pullback2__margin_le20,地合い厳格化 x 反落-2% x 信用倍率20倍以下,640,59.2,2.63,77.33,-11.073,5.63,281,238,121,82.0,76.9,8.443,-2.736
2024_ai_bubble,bull,combo_regime_strict__pullback2__margin_le5,地合い厳格化 x 反落-2% x 信用倍率5倍以下,595,55.5,1.838,59.579,-5.63,5.55,240,238,117,77.3,71.1,7.489,-3.007
2024_ai_bubble,bull,combo_regime_strict__pullback2__short_pressure,地合い厳格化 x 反落-2% x 売り残比率10%以上,622,59.3,2.419,92.678,-7.724,5.58,267,235,120,82.3,75.2,8.095,-2.707
2024_ai_bubble,bull,combo_regime_strict__rsi70,地合い厳格化 x RSI70反落,827,64.6,2.685,109.176,-7.648,4.5,530,286,11,86.7,76.5,7.842,-2.687
2024_ai_bubble,bull,combo_regime_strict__rsi70__margin_le10,地合い厳格化 x RSI70反落 x 信用倍率10倍以下,667,64.0,2.289,95.126,-5.562,4.55,425,236,6,87.2,76.2,7.19,-2.602
2024_ai_bubble,bull,combo_regime_strict__rsi70__margin_le20,地合い厳格化 x RSI70反落 x 信用倍率20倍以下,685,63.6,2.412,89.96,-7.954,4.56,434,246,5,86.9,76.8,7.506,-2.707
2024_ai_bubble,bull,combo_regime_strict__rsi70__margin_le5,地合い厳格化 x RSI70反落 x 信用倍率5倍以下,640,61.4,1.818,67.752,-5.543,4.35,392,243,5,84.4,73.6,6.624,-2.87
2024_ai_bubble,bull,combo_regime_strict__rsi70__short_pressure,地合い厳格化 x RSI70反落 x 売り残比率10%以上,667,64.0,2.289,95.126,-5.562,4.55,425,236,6,87.2,76.2,7.19,-2.602
2024_ai_bubble,bull,combo_regime_strict__trailing3,地合い厳格化 x トレーリング3%,1001,56.7,0.887,50.822,-4.223,1.53,567,107,1,79.0,71.4,4.119,-1.48
2024_ai_bubble,bull,combo_regime_strict__trailing3__margin_le10,地合い厳格化 x トレーリング3% x 信用倍率10倍以下,847,52.5,0.602,27.708,-6.129,1.57,444,109,1,80.5,69.3,3.835,-1.468
2024_ai_bubble,bull,combo_regime_strict__trailing3__margin_le20,地合い厳格化 x トレーリング3% x 信用倍率20倍以下,865,52.7,0.642,33.822,-3.986,1.56,456,106,0,78.6,68.0,3.893,-1.518
2024_ai_bubble,bull,combo_regime_strict__trailing3__margin_le5,地合い厳格化 x トレーリング3% x 信用倍率5倍以下,782,51.0,0.516,18.686,-11.106,1.69,397,112,2,77.6,69.7,3.771,-1.613
2024_ai_bubble,bull,combo_regime_strict__trailing3__short_pressure,地合い厳格化 x トレーリング3% x 売り残比率10%以上,847,52.5,0.602,27.708,-6.129,1.57,444,109,1,80.5,69.3,3.835,-1.468
2024_ai_bubble,bull,combo_regime_strict__trailing5,地合い厳格化 x トレーリング5%,887,57.9,1.099,61.704,-3.925,3.76,492,179,24,76.8,68.1,6.33,-2.078
2024_ai_bubble,bull,combo_regime_strict__trailing5__margin_le10,地合い厳格化 x トレーリング5% x 信用倍率10倍以下,690,52.9,0.844,24.793,-4.688,4.11,346,157,21,76.8,64.8,6.089,-2.259
2024_ai_bubble,bull,combo_regime_strict__trailing5__margin_le20,地合い厳格化 x トレーリング5% x 信用倍率20倍以下,715,54.4,0.922,36.292,-4.579,4.06,367,160,24,76.9,65.6,6.183,-2.258
2024_ai_bubble,bull,combo_regime_strict__trailing5__margin_le5,地合い厳格化 x トレーリング5% x 信用倍率5倍以下,655,52.5,0.66,29.257,-5.995,4.18,325,164,21,74.8,65.9,5.912,-2.394
2024_ai_bubble,bull,combo_regime_strict__trailing5__short_pressure,地合い厳格化 x トレーリング5% x 売り残比率10%以上,690,52.9,0.844,24.793,-4.688,4.11,346,157,21,76.8,64.8,6.089,-2.259
2024_ai_bubble,bull,combo_sector_limited__atr15,セクター制限 x ATR 1.5倍,996,48.7,1.285,56.223,-8.309,5.05,484,282,1,71.4,65.9,7.336,-2.693
2024_ai_bubble,bull,combo_sector_limited__atr15__margin_le10,セクター制限 x ATR 1.5倍 x 信用倍率10倍以下,927,43.9,0.855,51.365,-7.058,5.01,406,261,1,64.9,64.6,6.447,-2.657
2024_ai_bubble,bull,combo_sector_limited__atr15__margin_le20,セクター制限 x ATR 1.5倍 x 信用倍率20倍以下,950,44.3,0.744,43.529,-7.568,4.96,420,274,1,69.5,65.5,6.392,-2.669
2024_ai_bubble,bull,combo_sector_limited__atr15__margin_le5,セクター制限 x ATR 1.5倍 x 信用倍率5倍以下,880,40.3,0.51,38.542,-8.62,4.88,351,250,4,62.5,62.5,5.893,-2.752
2024_ai_bubble,bull,combo_sector_limited__atr15__short_pressure,セクター制限 x ATR 1.5倍 x 売り残比率10%以上,927,43.9,0.855,51.365,-7.058,5.01,406,261,1,64.9,64.6,6.447,-2.657
2024_ai_bubble,bull,combo_sector_limited__fixed10,セクター制限 x 固定10%,937,50.1,2.082,98.975,-9.273,5.43,312,417,208,75.4,65.1,6.972,-3.362
2024_ai_bubble,bull,combo_sector_limited__fixed10__margin_le10,セクター制限 x 固定10% x 信用倍率10倍以下,835,47.9,1.612,66.202,-8.581,5.98,234,384,217,67.1,62.8,6.416,-3.253
2024_ai_bubble,bull,combo_sector_limited__fixed10__margin_le20,セクター制限 x 固定10% x 信用倍率20倍以下,858,47.8,1.542,71.28,-9.843,5.93,230,398,230,70.8,66.2,6.381,-3.301
2024_ai_bubble,bull,combo_sector_limited__fixed10__margin_le5,セクター制限 x 固定10% x 信用倍率5倍以下,796,43.6,0.966,67.665,-8.934,6.01,185,394,217,70.4,66.9,5.84,-3.428
2024_ai_bubble,bull,combo_sector_limited__fixed10__short_pressure,セクター制限 x 固定10% x 売り残比率10%以上,835,47.9,1.612,66.202,-8.581,5.98,234,384,217,67.1,62.8,6.416,-3.253
2024_ai_bubble,bull,combo_sector_limited__fixed6,セクター制限 x 固定6%,1159,63.5,2.08,117.025,-5.1,3.02,582,333,244,87.4,80.4,5.511,-2.434
2024_ai_bubble,bull,combo_sector_limited__fixed6__margin_le10,セクター制限 x 固定6% x 信用倍率10倍以下,1049,59.2,1.47,75.177,-4.196,3.32,426,317,306,82.8,80.7,4.866,-2.463
2024_ai_bubble,bull,combo_sector_limited__fixed6__margin_le20,セクター制限 x 固定6% x 信用倍率20倍以下,1082,57.1,1.378,66.613,-6.921,3.27,442,339,301,83.8,79.6,4.851,-2.572
2024_ai_bubble,bull,combo_sector_limited__fixed6__margin_le5,セクター制限 x 固定6% x 信用倍率5倍以下,989,55.4,1.135,73.992,-4.32,3.3,368,319,302,80.2,77.2,4.502,-2.656
2024_ai_bubble,bull,combo_sector_limited__fixed6__short_pressure,セクター制限 x 固定6% x 売り残比率10%以上,1049,59.2,1.47,75.177,-4.196,3.32,426,317,306,82.8,80.7,4.866,-2.463
2024_ai_bubble,bull,combo_sector_limited__fixed7,セクター制限 x 固定7%,1048,55.9,1.868,92.056,-7.884,4.31,502,430,116,83.3,72.4,6.104,-3.011
2024_ai_bubble,bull,combo_sector_limited__fixed7__margin_le10,セクター制限 x 固定7% x 信用倍率10倍以下,925,53.8,1.626,83.036,-5.228,4.87,413,387,125,76.8,71.8,5.729,-2.971
2024_ai_bubble,bull,combo_sector_limited__fixed7__margin_le20,セクター制限 x 固定7% x 信用倍率20倍以下,961,51.8,1.417,68.165,-7.898,4.78,413,416,132,77.1,73.5,5.685,-3.001
2024_ai_bubble,bull,combo_sector_limited__fixed7__margin_le5,セクター制限 x 固定7% x 信用倍率5倍以下,876,51.1,1.288,78.741,-6.588,4.93,354,381,141,70.9,69.5,5.364,-3.068
2024_ai_bubble,bull,combo_sector_limited__fixed7__short_pressure,セクター制限 x 固定7% x 売り残比率10%以上,925,53.8,1.626,83.036,-5.228,4.87,413,387,125,76.8,71.8,5.729,-2.971
2024_ai_bubble,bull,combo_sector_limited__ma5,セクター制限 x 5日MA割れ,914,57.1,1.844,79.552,-10.573,5.86,506,386,22,76.9,73.1,8.122,-3.186
2024_ai_bubble,bull,combo_sector_limited__ma5__margin_le10,セクター制限 x 5日MA割れ x 信用倍率10倍以下,851,55.7,1.285,70.097,-11.673,5.93,459,370,22,76.5,75.4,7.078,-3.069
2024_ai_bubble,bull,combo_sector_limited__ma5__margin_le20,セクター制限 x 5日MA割れ x 信用倍率20倍以下,871,55.7,1.52,54.254,-15.45,5.96,466,381,24,77.0,74.8,7.312,-3.112
2024_ai_bubble,bull,combo_sector_limited__ma5__margin_le5,セクター制限 x 5日MA割れ x 信用倍率5倍以下,806,50.6,0.714,29.98,-13.222,6.05,393,389,24,70.8,69.3,6.356,-3.341
2024_ai_bubble,bull,combo_sector_limited__ma5__short_pressure,セクター制限 x 5日MA割れ x 売り残比率10%以上,851,55.7,1.285,70.097,-11.673,5.93,459,370,22,76.5,75.4,7.078,-3.069
2024_ai_bubble,bull,combo_sector_limited__pullback2,セクター制限 x 反落-2%,935,57.2,2.114,102.074,-9.153,5.48,380,368,187,82.9,77.2,7.796,-3.029
2024_ai_bubble,bull,combo_sector_limited__pullback2__margin_le10,セクター制限 x 反落-2% x 信用倍率10倍以下,863,54.5,1.614,77.704,-7.127,5.67,325,364,174,77.3,75.1,6.996,-2.947
2024_ai_bubble,bull,combo_sector_limited__pullback2__margin_le20,セクター制限 x 反落-2% x 信用倍率20倍以下,871,53.7,1.621,68.35,-8.774,5.75,316,370,185,73.6,73.0,7.031,-3.039
2024_ai_bubble,bull,combo_sector_limited__pullback2__margin_le5,セクター制限 x 反落-2% x 信用倍率5倍以下,820,49.8,1.006,78.261,-7.371,5.77,263,369,188,75.0,75.3,6.167,-3.21
2024_ai_bubble,bull,combo_sector_limited__pullback2__short_pressure,セクター制限 x 反落-2% x 売り残比率10%以上,863,54.5,1.614,77.704,-7.127,5.67,325,364,174,77.3,75.1,6.996,-2.947
2024_ai_bubble,bull,combo_sector_limited__rsi70,セクター制限 x RSI70反落,1040,60.9,1.904,94.719,-6.574,4.46,628,402,10,83.2,75.8,6.87,-2.877
2024_ai_bubble,bull,combo_sector_limited__rsi70__margin_le10,セクター制限 x RSI70反落 x 信用倍率10倍以下,952,59.7,1.601,112.178,-6.175,4.58,563,379,10,78.9,77.0,6.211,-2.808
2024_ai_bubble,bull,combo_sector_limited__rsi70__margin_le20,セクター制限 x RSI70反落 x 信用倍率20倍以下,978,59.2,1.48,77.943,-8.638,4.57,573,396,9,76.9,74.6,6.18,-2.873
2024_ai_bubble,bull,combo_sector_limited__rsi70__margin_le5,セクター制限 x RSI70反落 x 信用倍率5倍以下,904,55.9,0.912,58.77,-10.199,4.63,502,391,11,78.3,76.6,5.424,-3.105
2024_ai_bubble,bull,combo_sector_limited__rsi70__short_pressure,セクター制限 x RSI70反落 x 売り残比率10%以上,952,59.7,1.601,112.178,-6.175,4.58,563,379,10,78.9,77.0,6.211,-2.808
2024_ai_bubble,bull,combo_sector_limited__trailing3,セクター制限 x トレーリング3%,1188,52.3,0.578,38.818,-4.151,1.54,620,153,1,77.6,71.2,3.818,-1.679
2024_ai_bubble,bull,combo_sector_limited__trailing3__margin_le10,セクター制限 x トレーリング3% x 信用倍率10倍以下,1111,48.1,0.261,8.679,-6.299,1.77,532,163,2,73.4,70.3,3.513,-1.704
2024_ai_bubble,bull,combo_sector_limited__trailing3__margin_le20,セクター制限 x トレーリング3% x 信用倍率20倍以下,1130,47.3,0.273,16.778,-4.606,1.71,534,161,1,73.9,68.5,3.521,-1.753
2024_ai_bubble,bull,combo_sector_limited__trailing3__margin_le5,セクター制限 x トレーリング3% x 信用倍率5倍以下,1062,44.7,0.05,12.348,-10.321,1.87,472,174,3,68.4,67.6,3.317,-1.884
2024_ai_bubble,bull,combo_sector_limited__trailing3__short_pressure,セクター制限 x トレーリング3% x 売り残比率10%以上,1111,48.1,0.261,8.679,-6.299,1.77,532,163,2,73.4,70.3,3.513,-1.704
2024_ai_bubble,bull,combo_sector_limited__trailing5,セクター制限 x トレーリング5%,1106,51.3,0.643,46.797,-6.075,3.96,536,287,32,75.1,69.0,5.807,-2.417
2024_ai_bubble,bull,combo_sector_limited__trailing5__margin_le10,セクター制限 x トレーリング5% x 信用倍率10倍以下,960,47.2,0.45,35.865,-5.72,4.54,417,269,38,70.3,66.0,5.581,-2.551
2024_ai_bubble,bull,combo_sector_limited__trailing5__margin_le20,セクター制限 x トレーリング5% x 信用倍率20倍以下,992,46.1,0.353,29.669,-6.501,4.38,426,285,33,70.2,65.1,5.539,-2.543
2024_ai_bubble,bull,combo_sector_limited__trailing5__margin_le5,セクター制限 x トレーリング5% x 信用倍率5倍以下,904,42.6,0.032,24.869,-8.068,4.63,346,286,42,68.9,66.7,5.128,-2.758
2024_ai_bubble,bull,combo_sector_limited__trailing5__short_pressure,セクター制限 x トレーリング5% x 売り残比率10%以上,960,47.2,0.45,35.865,-5.72,4.54,417,269,38,70.3,66.0,5.581,-2.551
2023_rebound,rebound,combo_ai_top10__atr15,AI上位10件 x ATR 1.5倍,1051,45.0,1.164,55.363,-20.395,4.72,471,355,2,66.7,65.2,7.204,-2.864
2023_rebound,rebound,combo_ai_top10__atr15__margin_le10,AI上位10件 x ATR 1.5倍 x 信用倍率10倍以下,1036,41.9,0.734,44.737,-13.498,4.75,434,350,0,61.4,61.8,6.344,-2.99
2023_rebound,rebound,combo_ai_top10__atr15__margin_le20,AI上位10件 x ATR 1.5倍 x 信用倍率20倍以下,1036,42.9,0.863,51.97,-16.279,4.75,443,344,1,62.3,62.7,6.49,-2.908
2023_rebound,rebound,combo_ai_top10__atr15__margin_le5,AI上位10件 x ATR 1.5倍 x 信用倍率5倍以下,1012,43.1,0.743,59.787,-7.687,4.82,435,323,1,63.9,64.2,6.373,-2.903
2023_rebound,rebound,combo_ai_top10__atr15__short_pressure,AI上位10件 x ATR 1.5倍 x 売り残比率10%以上,1036,41.9,0.734,44.737,-13.498,4.75,434,350,0,61.4,61.8,6.344,-2.99
2023_rebound,rebound,combo_ai_top10__fixed10,AI上位10件 x 固定10%,989,47.7,1.793,87.689,-11.679,5.09,312,481,196,70.6,66.1,6.483,-3.341
2023_rebound,rebound,combo_ai_top10__fixed10__margin_le10,AI上位10件 x 固定10% x 信用倍率10倍以下,952,44.5,1.243,63.332,-12.549,5.32,251,487,214,66.8,67.7,6.051,-3.626
2023_rebound,rebound,combo_ai_top10__fixed10__margin_le20,AI上位10件 x 固定10% x 信用倍率20倍以下,964,43.5,1.208,68.196,-12.05,5.27,255,496,213,65.1,65.0,5.968,-3.568
2023_rebound,rebound,combo_ai_top10__fixed10__margin_le5,AI上位10件 x 固定10% x 信用倍率5倍以下,923,44.9,1.243,67.482,-11.115,5.5,238,463,222,62.0,63.3,6.159,-3.578
2023_rebound,rebound,combo_ai_top10__fixed10__short_pressure,AI上位10件 x 固定10% x 売り残比率10%以上,952,44.5,1.243,63.332,-12.549,5.32,251,487,214,66.8,67.7,6.051,-3.626
2023_rebound,rebound,combo_ai_top10__fixed6,AI上位10件 x 固定6%,1217,56.7,1.484,90.84,-11.54,2.94,544,432,241,78.6,76.9,4.976,-2.665
2023_rebound,rebound,combo_ai_top10__fixed6__margin_le10,AI上位10件 x 固定6% x 信用倍率10倍以下,1175,52.9,0.949,59.9,-9.929,3.17,442,447,286,74.9,75.4,4.491,-2.98
2023_rebound,rebound,combo_ai_top10__fixed6__margin_le20,AI上位10件 x 固定6% x 信用倍率20倍以下,1184,54.1,1.083,71.819,-12.747,3.12,467,443,274,76.3,76.1,4.575,-2.864
2023_rebound,rebound,combo_ai_top10__fixed6__margin_le5,AI上位10件 x 固定6% x 信用倍率5倍以下,1151,53.4,0.966,60.014,-9.341,3.25,423,426,302,74.8,76.0,4.482,-2.936
2023_rebound,rebound,combo_ai_top10__fixed6__short_pressure,AI上位10件 x 固定6% x 売り残比率10%以上,1175,52.9,0.949,59.9,-9.929,3.17,442,447,286,74.9,75.4,4.491,-2.98
2023_rebound,rebound,combo_ai_top10__fixed7,AI上位10件 x 固定7%,1119,53.4,1.643,95.247,-12.806,4.06,520,491,108,75.8,73.6,5.661,-3.042
2023_rebound,rebound,combo_ai_top10__fixed7__margin_le10,AI上位10件 x 固定7% x 信用倍率10倍以下,1056,49.6,1.168,71.106,-9.093,4.42,431,497,128,70.6,71.3,5.31,-3.333
2023_rebound,rebound,combo_ai_top10__fixed7__margin_le20,AI上位10件 x 固定7% x 信用倍率20倍以下,1072,49.1,1.16,81.293,-12.552,4.33,441,509,122,71.5,71.5,5.27,-3.258
2023_rebound,rebound,combo_ai_top10__fixed7__margin_le5,AI上位10件 x 固定7% x 信用倍率5倍以下,1030,50.4,1.231,77.574,-8.513,4.57,422,477,131,68.0,69.8,5.35,-3.315
2023_rebound,rebound,combo_ai_top10__fixed7__short_pressure,AI上位10件 x 固定7% x 売り残比率10%以上,1056,49.6,1.168,71.106,-9.093,4.42,431,497,128,70.6,71.3,5.31,-3.333
2023_rebound,rebound,combo_ai_top10__ma5,AI上位10件 x 5日MA割れ,990,53.5,1.575,72.387,-16.282,5.34,518,457,15,77.3,73.2,7.578,-3.252
2023_rebound,rebound,combo_ai_top10__ma5__margin_le10,AI上位10件 x 5日MA割れ x 信用倍率10倍以下,954,53.0,1.467,65.09,-11.774,5.54,486,445,23,71.6,72.4,7.113,-3.369
2023_rebound,rebound,combo_ai_top10__ma5__margin_le20,AI上位10件 x 5日MA割れ x 信用倍率20倍以下,964,53.2,1.403,73.816,-10.64,5.48,495,447,22,71.9,72.1,7.055,-3.283
2023_rebound,rebound,combo_ai_top10__ma5__margin_le5,AI上位10件 x 5日MA割れ x 信用倍率5倍以下,938,53.7,1.385,66.804,-9.64,5.61,484,430,24,69.0,70.8,7.085,-3.315
2023_rebound,rebound,combo_ai_top10__ma5__short_pressure,AI上位10件 x 5日MA割れ x 売り残比率10%以上,954,53.0,1.467,65.09,-11.774,5.54,486,445,23,71.6,72.4,7.113,-3.369
2023_rebound,rebound,combo_ai_top10__pullback2,AI上位10件 x 反落-2%,999,54.8,1.897,95.288,-11.844,5.03,411,439,149,78.4,73.9,7.335,-3.131
2023_rebound,rebound,combo_ai_top10__pullback2__margin_le10,AI上位10件 x 反落-2% x 信用倍率10倍以下,953,52.9,1.621,85.583,-8.159,5.35,345,431,177,70.5,70.7,6.763,-3.268
2023_rebound,rebound,combo_ai_top10__pullback2__margin_le20,AI上位10件 x 反落-2% x 信用倍率20倍以下,964,52.7,1.595,85.673,-8.158,5.29,354,438,172,70.8,70.8,6.771,-3.202
2023_rebound,rebound,combo_ai_top10__pullback2__margin_le5,AI上位10件 x 反落-2% x 信用倍率5倍以下,936,53.7,1.606,73.257,-6.868,5.42,336,416,184,67.9,70.6,6.766,-3.248
2023_rebound,rebound,combo_ai_top10__pullback2__short_pressure,AI上位10件 x 反落-2% x 売り残比率10%以上,953,52.9,1.621,85.583,-8.159,5.35,345,431,177,70.5,70.7,6.763,-3.268
2023_rebound,rebound,combo_ai_top10__rsi70,AI上位10件 x RSI70反落,1113,56.8,1.694,92.88,-13.029,4.14,631,477,5,80.2,76.7,6.493,-3.02
2023_rebound,rebound,combo_ai_top10__rsi70__margin_le10,AI上位10件 x RSI70反落 x 信用倍率10倍以下,1089,54.9,1.205,76.495,-8.784,4.22,595,486,8,74.2,74.3,5.74,-3.183
2023_rebound,rebound,combo_ai_top10__rsi70__margin_le20,AI上位10件 x RSI70反落 x 信用倍率20倍以下,1091,55.4,1.32,82.829,-10.137,4.21,601,482,8,74.3,73.9,5.841,-3.092
2023_rebound,rebound,combo_ai_top10__rsi70__margin_le5,AI上位10件 x RSI70反落 x 信用倍率5倍以下,1065,56.5,1.289,76.898,-7.663,4.31,601,457,7,73.7,75.8,5.815,-3.121
2023_rebound,rebound,combo_ai_top10__rsi70__short_pressure,AI上位10件 x RSI70反落 x 売り残比率10%以上,1089,54.9,1.205,76.495,-8.784,4.22,595,486,8,74.2,74.3,5.74,-3.183
2023_rebound,rebound,combo_ai_top10__trailing3,AI上位10件 x トレーリング3%,1227,49.1,0.26,29.529,-13.992,1.56,602,205,1,72.2,70.3,3.517,-1.817
2023_rebound,rebound,combo_ai_top10__trailing3__margin_le10,AI上位10件 x トレーリング3% x 信用倍率10倍以下,1194,44.4,-0.133,-4.013,-14.39,1.75,529,199,1,65.1,65.7,3.079,-1.999
2023_rebound,rebound,combo_ai_top10__trailing3__margin_le20,AI上位10件 x トレーリング3% x 信用倍率20倍以下,1204,45.0,-0.089,2.022,-16.336,1.67,541,204,1,64.6,65.1,3.146,-1.974
2023_rebound,rebound,combo_ai_top10__trailing3__margin_le5,AI上位10件 x トレーリング3% x 信用倍率5倍以下,1168,43.8,-0.14,-5.465,-12.619,1.82,508,180,3,66.1,66.0,3.069,-1.992
2023_rebound,rebound,combo_ai_top10__trailing3__short_pressure,AI上位10件 x トレーリング3% x 売り残比率10%以上,1194,44.4,-0.133,-4.013,-14.39,1.75,529,199,1,65.1,65.7,3.079,-1.999
2023_rebound,rebound,combo_ai_top10__trailing5,AI上位10件 x トレーリング5%,1151,46.8,0.466,32.688,-20.403,3.71,513,340,27,67.8,65.6,5.58,-2.524
2023_rebound,rebound,combo_ai_top10__trailing5__margin_le10,AI上位10件 x トレーリング5% x 信用倍率10倍以下,1084,42.3,0.241,25.172,-13.063,4.17,421,337,42,61.1,62.1,5.246,-2.818
2023_rebound,rebound,combo_ai_top10__trailing5__margin_le20,AI上位10件 x トレーリング5% x 信用倍率20倍以下,1103,42.7,0.207,28.133,-16.82,4.0,438,347,35,64.1,63.9,5.241,-2.746
2023_rebound,rebound,combo_ai_top10__trailing5__margin_le5,AI上位10件 x トレーリング5% x 信用倍率5倍以下,1058,41.8,0.235,14.117,-12.409,4.25,399,302,47,59.2,61.3,5.255,-2.736
2023_rebound,rebound,combo_ai_top10__trailing5__short_pressure,AI上位10件 x トレーリング5% x 売り残比率10%以上,1084,42.3,0.241,25.172,-13.063,4.17,421,337,42,61.1,62.1,5.246,-2.818
2023_rebound,rebound,combo_current__atr15,現行入口 x ATR 1.5倍,741,48.7,1.63,44.492,-8.227,5.09,357,203,4,66.9,66.3,7.448,-2.639
2023_rebound,rebound,combo_current__atr15__margin_le10,現行入口 x ATR 1.5倍 x 信用倍率10倍以下,585,46.2,1.103,44.474,-7.458,4.93,268,162,2,62.4,61.7,6.587,-2.589
2023_rebound,rebound,combo_current__atr15__margin_le20,現行入口 x ATR 1.5倍 x 信用倍率20倍以下,613,48.0,1.339,49.951,-6.373,4.97,292,168,2,67.2,66.4,6.894,-2.577
2023_rebound,rebound,combo_current__atr15__margin_le5,現行入口 x ATR 1.5倍 x 信用倍率5倍以下,564,45.6,0.975,37.043,-6.898,4.85,256,152,1,60.7,60.7,6.466,-2.638
2023_rebound,rebound,combo_current__atr15__short_pressure,現行入口 x ATR 1.5倍 x 売り残比率10%以上,585,46.2,1.103,44.474,-7.458,4.93,268,162,2,62.4,61.7,6.587,-2.589
2023_rebound,rebound,combo_current__fixed10,現行入口 x 固定10%,716,50.4,2.073,62.873,-7.365,5.43,225,322,169,66.4,64.4,6.695,-3.304
2023_rebound,rebound,combo_current__fixed10__margin_le10,現行入口 x 固定10% x 信用倍率10倍以下,555,48.3,1.638,37.652,-8.62,5.83,146,253,156,68.5,67.2,6.255,-3.214
2023_rebound,rebound,combo_current__fixed10__margin_le20,現行入口 x 固定10% x 信用倍率20倍以下,585,49.2,1.86,51.632,-9.12,5.55,171,267,147,70.1,69.7,6.369,-3.202
2023_rebound,rebound,combo_current__fixed10__margin_le5,現行入口 x 固定10% x 信用倍率5倍以下,529,46.9,1.494,35.289,-8.361,5.78,135,245,149,63.8,61.2,6.109,-3.346
2023_rebound,rebound,combo_current__fixed10__short_pressure,現行入口 x 固定10% x 売り残比率10%以上,555,48.3,1.638,37.652,-8.62,5.83,146,253,156,68.5,67.2,6.255,-3.214
2023_rebound,rebound,combo_current__fixed6,現行入口 x 固定6%,814,59.6,1.703,72.244,-5.618,3.09,370,265,179,79.0,77.1,5.107,-2.58
2023_rebound,rebound,combo_current__fixed6__margin_le10,現行入口 x 固定6% x 信用倍率10倍以下,660,58.5,1.496,72.541,-7.739,3.2,277,211,172,75.0,72.8,4.721,-2.556
2023_rebound,rebound,combo_current__fixed6__margin_le20,現行入口 x 固定6% x 信用倍率20倍以下,696,58.9,1.537,71.793,-8.478,3.15,300,229,167,77.7,75.9,4.812,-2.61
2023_rebound,rebound,combo_current__fixed6__margin_le5,現行入口 x 固定6% x 信用倍率5倍以下,628,57.5,1.407,62.738,-7.681,3.23,259,207,162,73.6,73.2,4.704,-2.7
2023_rebound,rebound,combo_current__fixed6__short_pressure,現行入口 x 固定6% x 売り残比率10%以上,660,58.5,1.496,72.541,-7.739,3.2,277,211,172,75.0,72.8,4.721,-2.556
2023_rebound,rebound,combo_current__fixed7,現行入口 x 固定7%,782,55.8,1.958,69.058,-5.527,4.21,391,322,69,75.6,74.0,5.889,-2.958
2023_rebound,rebound,combo_current__fixed7__margin_le10,現行入口 x 固定7% x 信用倍率10倍以下,600,53.8,1.665,54.114,-5.729,4.73,263,247,90,72.5,71.1,5.671,-2.968
2023_rebound,rebound,combo_current__fixed7__margin_le20,現行入口 x 固定7% x 信用倍率20倍以下,634,54.4,1.778,56.734,-8.526,4.48,292,258,84,75.4,73.4,5.656,-2.911
