scenario,scenario_type,case_key,case_name,trades,win_rate,expected_return,total_return_pct,max_drawdown_pct,avg_holding_days,tp_count,sl_count,timeout_count,top20_win_rate,prob65_win_rate,avg_peak_profit_pct,avg_trade_drawdown_pct
custom_recent,custom,combo_ai_top10__atr15,AI上位10件 x ATR 1.5倍,242,35.1,0.325,3.622,-6.832,3.93,82,116,3,37.5,36.4,6.969,-3.625
custom_recent,custom,combo_ai_top10__atr15__margin_le10,AI上位10件 x ATR 1.5倍 x 信用倍率10倍以下,240,33.8,0.423,8.77,-12.039,3.94,76,114,5,37.5,34.9,7.041,-3.779
custom_recent,custom,combo_ai_top10__atr15__margin_le20,AI上位10件 x ATR 1.5倍 x 信用倍率20倍以下,244,34.8,0.218,4.192,-11.533,3.87,80,120,5,35.4,35.1,6.7,-3.975
custom_recent,custom,combo_ai_top10__atr15__margin_le5,AI上位10件 x ATR 1.5倍 x 信用倍率5倍以下,238,31.9,0.204,7.907,-11.829,3.84,71,119,5,36.2,34.8,6.559,-3.935
custom_recent,custom,combo_ai_top10__atr15__short_pressure,AI上位10件 x ATR 1.5倍 x 売り残比率10%以上,240,33.8,0.423,8.77,-12.039,3.94,76,114,5,37.5,34.9,7.041,-3.779
custom_recent,custom,combo_ai_top10__fixed10,AI上位10件 x 固定10%,243,39.1,0.937,14.043,-7.246,3.93,71,142,30,35.4,37.3,5.642,-4.045
custom_recent,custom,combo_ai_top10__fixed10__margin_le10,AI上位10件 x 固定10% x 信用倍率10倍以下,245,38.8,0.982,19.028,-8.903,3.85,76,144,25,34.7,39.8,5.469,-4.111
custom_recent,custom,combo_ai_top10__fixed10__margin_le20,AI上位10件 x 固定10% x 信用倍率20倍以下,244,36.1,0.62,16.938,-8.888,3.9,68,149,27,29.2,35.0,5.253,-4.479
custom_recent,custom,combo_ai_top10__fixed10__margin_le5,AI上位10件 x 固定10% x 信用倍率5倍以下,241,38.2,1.004,19.369,-8.249,3.85,76,142,23,35.4,42.2,5.503,-4.173
custom_recent,custom,combo_ai_top10__fixed10__short_pressure,AI上位10件 x 固定10% x 売り残比率10%以上,245,38.8,0.982,19.028,-8.903,3.85,76,144,25,34.7,39.8,5.469,-4.111
custom_recent,custom,combo_ai_top10__fixed6,AI上位10件 x 固定6%,268,47.4,0.58,13.415,-6.281,2.45,105,128,35,45.3,48.3,4.253,-3.418
custom_recent,custom,combo_ai_top10__fixed6__margin_le10,AI上位10件 x 固定6% x 信用倍率10倍以下,263,47.9,0.688,13.732,-9.263,2.44,109,125,29,48.1,49.3,4.339,-3.34
custom_recent,custom,combo_ai_top10__fixed6__margin_le20,AI上位10件 x 固定6% x 信用倍率20倍以下,263,48.3,0.649,12.809,-8.915,2.48,105,124,34,50.0,46.9,4.24,-3.559
custom_recent,custom,combo_ai_top10__fixed6__margin_le5,AI上位10件 x 固定6% x 信用倍率5倍以下,257,47.5,0.634,11.559,-10.109,2.44,105,122,30,51.0,53.2,4.361,-3.306
custom_recent,custom,combo_ai_top10__fixed6__short_pressure,AI上位10件 x 固定6% x 売り残比率10%以上,263,47.9,0.688,13.732,-9.263,2.44,109,125,29,48.1,49.3,4.339,-3.34
custom_recent,custom,combo_ai_top10__fixed7,AI上位10件 x 固定7%,257,43.2,0.694,15.641,-8.51,3.14,102,141,14,41.2,43.6,4.813,-3.829
custom_recent,custom,combo_ai_top10__fixed7__margin_le10,AI上位10件 x 固定7% x 信用倍率10倍以下,259,45.2,0.875,16.902,-9.356,3.0,110,138,11,43.1,47.4,4.843,-3.707
custom_recent,custom,combo_ai_top10__fixed7__margin_le20,AI上位10件 x 固定7% x 信用倍率20倍以下,258,43.8,0.76,16.106,-9.77,3.14,106,140,12,41.2,42.8,4.784,-4.009
custom_recent,custom,combo_ai_top10__fixed7__margin_le5,AI上位10件 x 固定7% x 信用倍率5倍以下,255,44.3,0.807,14.904,-9.666,3.04,107,137,11,45.1,48.8,4.874,-3.685
custom_recent,custom,combo_ai_top10__fixed7__short_pressure,AI上位10件 x 固定7% x 売り残比率10%以上,259,45.2,0.875,16.902,-9.356,3.0,110,138,11,43.1,47.4,4.843,-3.707
custom_recent,custom,combo_ai_top10__ma5,AI上位10件 x 5日MA割れ,236,43.6,0.975,9.856,-6.276,4.47,98,132,6,44.7,45.5,7.654,-3.982
custom_recent,custom,combo_ai_top10__ma5__margin_le10,AI上位10件 x 5日MA割れ x 信用倍率10倍以下,227,42.7,1.264,24.434,-11.321,4.61,85,130,12,46.7,44.6,7.977,-3.989
custom_recent,custom,combo_ai_top10__ma5__margin_le20,AI上位10件 x 5日MA割れ x 信用倍率20倍以下,229,43.2,1.236,15.785,-10.709,4.59,90,130,9,42.2,42.6,7.839,-4.311
custom_recent,custom,combo_ai_top10__ma5__margin_le5,AI上位10件 x 5日MA割れ x 信用倍率5倍以下,226,42.0,1.39,29.735,-12.431,4.57,84,131,11,44.4,45.0,7.847,-4.004
custom_recent,custom,combo_ai_top10__ma5__short_pressure,AI上位10件 x 5日MA割れ x 売り残比率10%以上,227,42.7,1.264,24.434,-11.321,4.61,85,130,12,46.7,44.6,7.977,-3.989
custom_recent,custom,combo_ai_top10__pullback2,AI上位10件 x 反落-2%,238,44.5,1.187,16.108,-6.126,4.21,85,128,25,46.8,43.7,7.104,-3.753
custom_recent,custom,combo_ai_top10__pullback2__margin_le10,AI上位10件 x 反落-2% x 信用倍率10倍以下,235,41.7,1.069,20.585,-11.981,4.19,73,133,29,46.8,41.8,6.98,-4.011
custom_recent,custom,combo_ai_top10__pullback2__margin_le20,AI上位10件 x 反落-2% x 信用倍率20倍以下,236,42.4,1.14,18.131,-10.934,4.23,76,131,29,42.6,39.5,6.866,-4.226
custom_recent,custom,combo_ai_top10__pullback2__margin_le5,AI上位10件 x 反落-2% x 信用倍率5倍以下,235,42.1,1.374,21.395,-9.536,4.08,76,131,28,44.7,45.1,6.969,-3.844
custom_recent,custom,combo_ai_top10__pullback2__short_pressure,AI上位10件 x 反落-2% x 売り残比率10%以上,235,41.7,1.069,20.585,-11.981,4.19,73,133,29,46.8,41.8,6.98,-4.011
custom_recent,custom,combo_ai_top10__rsi70,AI上位10件 x RSI70反落,253,46.6,1.332,24.379,-6.23,3.61,113,134,6,50.0,48.6,6.705,-3.746
custom_recent,custom,combo_ai_top10__rsi70__margin_le10,AI上位10件 x RSI70反落 x 信用倍率10倍以下,247,46.6,1.6,33.0,-9.399,3.7,110,132,5,49.0,48.1,6.894,-3.801
custom_recent,custom,combo_ai_top10__rsi70__margin_le20,AI上位10件 x RSI70反落 x 信用倍率20倍以下,249,45.0,0.994,25.873,-8.657,3.55,110,137,2,49.0,44.6,6.303,-4.055
custom_recent,custom,combo_ai_top10__rsi70__margin_le5,AI上位10件 x RSI70反落 x 信用倍率5倍以下,245,43.3,1.539,38.111,-10.405,3.72,101,139,5,44.9,47.9,6.711,-3.974
custom_recent,custom,combo_ai_top10__rsi70__short_pressure,AI上位10件 x RSI70反落 x 売り残比率10%以上,247,46.6,1.6,33.0,-9.399,3.7,110,132,5,49.0,48.1,6.894,-3.801
custom_recent,custom,combo_ai_top10__trailing3,AI上位10件 x トレーリング3%,268,42.2,-0.119,3.632,-7.816,1.51,112,81,1,52.8,45.7,3.075,-2.529
custom_recent,custom,combo_ai_top10__trailing3__margin_le10,AI上位10件 x トレーリング3% x 信用倍率10倍以下,263,41.4,0.011,1.421,-10.777,1.46,108,81,1,48.1,47.8,3.164,-2.462
custom_recent,custom,combo_ai_top10__trailing3__margin_le20,AI上位10件 x トレーリング3% x 信用倍率20倍以下,263,41.4,-0.179,1.399,-11.49,1.47,108,80,1,48.1,45.5,2.938,-2.594
custom_recent,custom,combo_ai_top10__trailing3__margin_le5,AI上位10件 x トレーリング3% x 信用倍率5倍以下,257,42.0,-0.048,0.759,-10.978,1.63,107,82,1,47.1,49.2,3.205,-2.532
custom_recent,custom,combo_ai_top10__trailing3__short_pressure,AI上位10件 x トレーリング3% x 売り残比率10%以上,263,41.4,0.011,1.421,-10.777,1.46,108,81,1,48.1,47.8,3.164,-2.462
custom_recent,custom,combo_ai_top10__trailing5,AI上位10件 x トレーリング5%,260,38.8,-0.276,-2.073,-9.317,2.88,97,103,5,46.2,43.4,4.481,-3.068
custom_recent,custom,combo_ai_top10__trailing5__margin_le10,AI上位10件 x トレーリング5% x 信用倍率10倍以下,258,41.5,0.131,3.715,-10.579,2.78,101,100,6,49.0,47.8,4.788,-3.04
custom_recent,custom,combo_ai_top10__trailing5__margin_le20,AI上位10件 x トレーリング5% x 信用倍率20倍以下,258,39.9,-0.066,1.039,-10.069,2.82,98,98,5,45.1,41.8,4.541,-3.225
custom_recent,custom,combo_ai_top10__trailing5__margin_le5,AI上位10件 x トレーリング5% x 信用倍率5倍以下,254,41.3,0.094,-0.426,-11.416,2.97,100,108,5,48.0,50.0,4.864,-3.178
custom_recent,custom,combo_ai_top10__trailing5__short_pressure,AI上位10件 x トレーリング5% x 売り残比率10%以上,258,41.5,0.131,3.715,-10.579,2.78,101,100,6,49.0,47.8,4.788,-3.04
custom_recent,custom,combo_current__atr15,現行入口 x ATR 1.5倍,190,33.2,0.549,13.895,-7.873,4.02,62,81,1,34.2,38.1,7.564,-3.322
custom_recent,custom,combo_current__atr15__margin_le10,現行入口 x ATR 1.5倍 x 信用倍率10倍以下,157,35.7,0.547,12.526,-6.358,4.06,55,65,1,41.9,37.5,7.835,-3.345
custom_recent,custom,combo_current__atr15__margin_le20,現行入口 x ATR 1.5倍 x 信用倍率20倍以下,172,34.9,0.49,7.847,-9.154,4.13,58,72,2,41.2,36.1,7.348,-3.432
custom_recent,custom,combo_current__atr15__margin_le5,現行入口 x ATR 1.5倍 x 信用倍率5倍以下,164,34.1,0.161,5.32,-12.276,3.92,56,75,0,46.9,40.3,7.043,-3.554
custom_recent,custom,combo_current__atr15__short_pressure,現行入口 x ATR 1.5倍 x 売り残比率10%以上,157,35.7,0.547,12.526,-6.358,4.06,55,65,1,41.9,37.5,7.835,-3.345
custom_recent,custom,combo_current__fixed10,現行入口 x 固定10%,193,39.9,1.209,15.527,-6.206,4.19,61,109,23,34.2,37.5,6.338,-3.995
custom_recent,custom,combo_current__fixed10__margin_le10,現行入口 x 固定10% x 信用倍率10倍以下,160,39.4,1.201,11.506,-8.097,3.91,53,91,16,40.6,45.2,6.012,-3.78
custom_recent,custom,combo_current__fixed10__margin_le20,現行入口 x 固定10% x 信用倍率20倍以下,168,33.9,0.5,5.369,-10.751,4.0,48,105,15,33.3,34.4,5.776,-4.221
custom_recent,custom,combo_current__fixed10__margin_le5,現行入口 x 固定10% x 信用倍率5倍以下,164,38.4,1.042,4.915,-9.321,3.93,53,95,16,37.5,43.5,6.036,-3.806
custom_recent,custom,combo_current__fixed10__short_pressure,現行入口 x 固定10% x 売り残比率10%以上,160,39.4,1.201,11.506,-8.097,3.91,53,91,16,40.6,45.2,6.012,-3.78
custom_recent,custom,combo_current__fixed6,現行入口 x 固定6%,215,49.8,0.791,1.249,-12.705,2.54,88,94,33,53.5,53.3,4.646,-3.082
custom_recent,custom,combo_current__fixed6__margin_le10,現行入口 x 固定6% x 信用倍率10倍以下,188,50.0,1.016,9.88,-9.771,2.46,84,80,24,54.1,56.4,4.954,-2.882
custom_recent,custom,combo_current__fixed6__margin_le20,現行入口 x 固定6% x 信用倍率20倍以下,193,47.7,0.747,10.352,-9.944,2.49,79,87,27,52.6,49.1,4.47,-3.171
custom_recent,custom,combo_current__fixed6__margin_le5,現行入口 x 固定6% x 信用倍率5倍以下,187,49.7,0.922,13.046,-12.129,2.32,82,82,23,54.1,57.8,4.771,-2.94
custom_recent,custom,combo_current__fixed6__short_pressure,現行入口 x 固定6% x 売り残比率10%以上,188,50.0,1.016,9.88,-9.771,2.46,84,80,24,54.1,56.4,4.954,-2.882
custom_recent,custom,combo_current__fixed7,現行入口 x 固定7%,201,47.3,1.167,11.06,-9.038,3.29,89,101,11,47.5,51.7,5.264,-3.37
custom_recent,custom,combo_current__fixed7__margin_le10,現行入口 x 固定7% x 信用倍率10倍以下,175,46.3,1.084,5.043,-10.911,3.05,78,89,8,45.7,52.2,5.475,-3.269
custom_recent,custom,combo_current__fixed7__margin_le20,現行入口 x 固定7% x 信用倍率20倍以下,184,46.2,1.101,11.147,-10.577,3.22,82,94,8,41.7,48.6,5.281,-3.439
custom_recent,custom,combo_current__fixed7__margin_le5,現行入口 x 固定7% x 信用倍率5倍以下,174,42.0,0.58,1.528,-10.355,3.1,69,97,8,52.9,52.9,4.987,-3.488
custom_recent,custom,combo_current__fixed7__short_pressure,現行入口 x 固定7% x 売り残比率10%以上,175,46.3,1.084,5.043,-10.911,3.05,78,89,8,45.7,52.2,5.475,-3.269
custom_recent,custom,combo_current__ma5,現行入口 x 5日MA割れ,181,44.8,1.246,13.756,-7.737,4.77,74,100,7,44.4,48.0,8.384,-3.828
custom_recent,custom,combo_current__ma5__margin_le10,現行入口 x 5日MA割れ x 信用倍率10倍以下,148,39.9,0.871,14.466,-7.091,4.8,53,88,7,48.3,46.8,8.541,-3.895
custom_recent,custom,combo_current__ma5__margin_le20,現行入口 x 5日MA割れ x 信用倍率20倍以下,162,40.7,0.964,10.099,-10.116,4.7,61,96,5,46.9,43.2,8.141,-4.08
custom_recent,custom,combo_current__ma5__margin_le5,現行入口 x 5日MA割れ x 信用倍率5倍以下,151,39.7,0.743,10.571,-11.327,4.7,55,90,6,53.3,47.9,8.33,-3.963
custom_recent,custom,combo_current__ma5__short_pressure,現行入口 x 5日MA割れ x 売り残比率10%以上,148,39.9,0.871,14.466,-7.091,4.8,53,88,7,48.3,46.8,8.541,-3.895
custom_recent,custom,combo_current__pullback2,現行入口 x 反落-2%,186,45.2,1.14,20.036,-4.774,4.29,71,98,17,54.1,50.5,7.361,-3.651
custom_recent,custom,combo_current__pullback2__margin_le10,現行入口 x 反落-2% x 信用倍率10倍以下,150,42.7,0.71,12.627,-8.373,4.19,50,84,16,53.3,48.1,7.251,-3.556
custom_recent,custom,combo_current__pullback2__margin_le20,現行入口 x 反落-2% x 信用倍率20倍以下,163,42.9,1.076,17.937,-11.051,4.25,56,90,17,50.0,44.1,7.221,-3.749
custom_recent,custom,combo_current__pullback2__margin_le5,現行入口 x 反落-2% x 信用倍率5倍以下,162,40.1,0.387,2.439,-8.52,3.86,53,94,15,53.1,48.7,6.752,-3.63
custom_recent,custom,combo_current__pullback2__short_pressure,現行入口 x 反落-2% x 売り残比率10%以上,150,42.7,0.71,12.627,-8.373,4.19,50,84,16,53.3,48.1,7.251,-3.556
custom_recent,custom,combo_current__rsi70,現行入口 x RSI70反落,199,45.7,0.927,11.338,-10.351,3.64,87,108,4,51.3,49.6,6.688,-3.654
custom_recent,custom,combo_current__rsi70__margin_le10,現行入口 x RSI70反落 x 信用倍率10倍以下,160,45.6,1.367,24.196,-8.195,3.79,70,86,4,56.2,50.0,7.774,-3.532
custom_recent,custom,combo_current__rsi70__margin_le20,現行入口 x RSI70反落 x 信用倍率20倍以下,175,44.0,1.149,19.338,-12.624,3.76,74,96,5,54.3,46.5,7.35,-3.627
custom_recent,custom,combo_current__rsi70__margin_le5,現行入口 x RSI70反落 x 信用倍率5倍以下,166,44.6,0.987,14.06,-10.626,3.58,72,91,3,57.6,55.6,6.879,-3.574
custom_recent,custom,combo_current__rsi70__short_pressure,現行入口 x RSI70反落 x 売り残比率10%以上,160,45.6,1.367,24.196,-8.195,3.79,70,86,4,56.2,50.0,7.774,-3.532
custom_recent,custom,combo_current__trailing3,現行入口 x トレーリング3%,222,47.3,0.206,-1.232,-12.689,1.45,105,55,0,59.1,53.1,3.507,-2.153
custom_recent,custom,combo_current__trailing3__margin_le10,現行入口 x トレーリング3% x 信用倍率10倍以下,201,47.3,0.337,-0.762,-8.605,1.49,95,46,0,52.5,51.4,3.598,-1.825
custom_recent,custom,combo_current__trailing3__margin_le20,現行入口 x トレーリング3% x 信用倍率20倍以下,204,46.1,0.07,-1.612,-9.343,1.42,94,46,0,57.5,49.6,3.228,-2.058
custom_recent,custom,combo_current__trailing3__margin_le5,現行入口 x トレーリング3% x 信用倍率5倍以下,201,44.8,-0.048,-5.434,-10.809,1.44,90,58,0,50.0,52.6,3.293,-2.21
custom_recent,custom,combo_current__trailing3__short_pressure,現行入口 x トレーリング3% x 売り残比率10%以上,201,47.3,0.337,-0.762,-8.605,1.49,95,46,0,52.5,51.4,3.598,-1.825
custom_recent,custom,combo_current__trailing5,現行入口 x トレーリング5%,208,38.5,-0.353,-8.593,-10.909,2.79,80,76,1,53.7,44.2,4.597,-2.778
custom_recent,custom,combo_current__trailing5__margin_le10,現行入口 x トレーリング5% x 信用倍率10倍以下,173,41.6,0.213,-0.406,-7.046,3.04,68,65,5,58.8,54.4,5.267,-2.758
custom_recent,custom,combo_current__trailing5__margin_le20,現行入口 x トレーリング5% x 信用倍率20倍以下,183,40.4,0.029,-0.992,-8.744,3.02,71,68,4,55.6,44.3,4.918,-2.821
custom_recent,custom,combo_current__trailing5__margin_le5,現行入口 x トレーリング5% x 信用倍率5倍以下,175,41.1,-0.052,-3.64,-8.94,3.05,69,71,4,48.6,55.4,4.923,-2.997
custom_recent,custom,combo_current__trailing5__short_pressure,現行入口 x トレーリング5% x 売り残比率10%以上,173,41.6,0.213,-0.406,-7.046,3.04,68,65,5,58.8,54.4,5.267,-2.758
custom_recent,custom,combo_ev_top10__atr15,期待値上位10件 x ATR 1.5倍,244,34.0,0.476,14.99,-11.625,3.96,81,112,2,43.8,35.9,7.034,-3.562
custom_recent,custom,combo_ev_top10__atr15__margin_le10,期待値上位10件 x ATR 1.5倍 x 信用倍率10倍以下,237,32.5,0.828,19.547,-14.735,4.0,74,116,3,40.4,34.7,7.331,-3.727
custom_recent,custom,combo_ev_top10__atr15__margin_le20,期待値上位10件 x ATR 1.5倍 x 信用倍率20倍以下,241,33.6,0.664,20.905,-14.096,3.93,78,116,3,39.6,34.7,7.238,-3.747
custom_recent,custom,combo_ev_top10__atr15__margin_le5,期待値上位10件 x ATR 1.5倍 x 信用倍率5倍以下,233,33.0,0.371,21.371,-13.416,3.92,74,113,3,41.3,37.6,6.631,-3.783
custom_recent,custom,combo_ev_top10__atr15__short_pressure,期待値上位10件 x ATR 1.5倍 x 売り残比率10%以上,237,32.5,0.828,19.547,-14.735,4.0,74,116,3,40.4,34.7,7.331,-3.727
custom_recent,custom,combo_ev_top10__fixed10,期待値上位10件 x 固定10%,240,41.2,1.235,24.727,-7.685,4.05,74,134,32,37.5,41.6,5.896,-3.732
custom_recent,custom,combo_ev_top10__fixed10__margin_le10,期待値上位10件 x 固定10% x 信用倍率10倍以下,245,39.2,1.005,20.306,-12.688,3.78,77,142,26,38.8,38.9,5.597,-4.022
custom_recent,custom,combo_ev_top10__fixed10__margin_le20,期待値上位10件 x 固定10% x 信用倍率20倍以下,243,39.1,0.92,21.716,-11.939,3.88,72,141,30,35.4,38.5,5.724,-4.04
custom_recent,custom,combo_ev_top10__fixed10__margin_le5,期待値上位10件 x 固定10% x 信用倍率5倍以下,236,40.3,1.249,24.424,-11.328,4.0,77,132,27,38.3,42.9,5.693,-3.967
custom_recent,custom,combo_ev_top10__fixed10__short_pressure,期待値上位10件 x 固定10% x 売り残比率10%以上,245,39.2,1.005,20.306,-12.688,3.78,77,142,26,38.8,38.9,5.597,-4.022
custom_recent,custom,combo_ev_top10__fixed6,期待値上位10件 x 固定6%,268,47.4,0.574,6.216,-11.245,2.52,101,124,43,58.5,51.4,4.266,-3.298
custom_recent,custom,combo_ev_top10__fixed6__margin_le10,期待値上位10件 x 固定6% x 信用倍率10倍以下,263,46.0,0.545,11.297,-11.748,2.45,103,127,33,51.9,47.7,4.324,-3.365
custom_recent,custom,combo_ev_top10__fixed6__margin_le20,期待値上位10件 x 固定6% x 信用倍率20倍以下,263,47.1,0.589,14.589,-10.622,2.44,103,125,35,51.9,47.8,4.31,-3.366
custom_recent,custom,combo_ev_top10__fixed6__margin_le5,期待値上位10件 x 固定6% x 信用倍率5倍以下,257,47.1,0.643,14.613,-11.402,2.46,102,117,38,56.9,55.7,4.229,-3.291
custom_recent,custom,combo_ev_top10__fixed6__short_pressure,期待値上位10件 x 固定6% x 売り残比率10%以上,263,46.0,0.545,11.297,-11.748,2.45,103,127,33,51.9,47.7,4.324,-3.365
custom_recent,custom,combo_ev_top10__fixed7,期待値上位10件 x 固定7%,259,45.6,0.935,11.375,-11.773,3.26,107,134,18,49.0,47.2,5.0,-3.585
custom_recent,custom,combo_ev_top10__fixed7__margin_le10,期待値上位10件 x 固定7% x 信用倍率10倍以下,257,44.0,0.74,14.898,-12.791,3.05,105,139,13,47.1,44.5,4.805,-3.684
custom_recent,custom,combo_ev_top10__fixed7__margin_le20,期待値上位10件 x 固定7% x 信用倍率20倍以下,258,44.2,0.773,16.407,-12.365,3.16,105,138,15,45.1,43.7,4.843,-3.785
custom_recent,custom,combo_ev_top10__fixed7__margin_le5,期待値上位10件 x 固定7% x 信用倍率5倍以下,249,44.6,0.821,15.652,-10.388,3.18,103,132,14,53.1,50.9,4.793,-3.615
custom_recent,custom,combo_ev_top10__fixed7__short_pressure,期待値上位10件 x 固定7% x 売り残比率10%以上,257,44.0,0.74,14.898,-12.791,3.05,105,139,13,47.1,44.5,4.805,-3.684
custom_recent,custom,combo_ev_top10__ma5,期待値上位10件 x 5日MA割れ,231,43.7,1.408,13.643,-11.408,4.58,92,129,10,47.8,47.6,7.98,-3.884
custom_recent,custom,combo_ev_top10__ma5__margin_le10,期待値上位10件 x 5日MA割れ x 信用倍率10倍以下,225,40.9,1.284,25.117,-16.179,4.61,84,133,8,51.1,43.0,8.032,-4.023
custom_recent,custom,combo_ev_top10__ma5__margin_le20,期待値上位10件 x 5日MA割れ x 信用倍率20倍以下,228,43.0,1.624,28.354,-13.479,4.53,88,130,10,48.9,45.0,8.148,-4.0
custom_recent,custom,combo_ev_top10__ma5__margin_le5,期待値上位10件 x 5日MA割れ x 信用倍率5倍以下,220,43.2,1.371,34.246,-13.861,4.6,88,125,7,47.7,46.6,7.892,-3.961
custom_recent,custom,combo_ev_top10__ma5__short_pressure,期待値上位10件 x 5日MA割れ x 売り残比率10%以上,225,40.9,1.284,25.117,-16.179,4.61,84,133,8,51.1,43.0,8.032,-4.023
custom_recent,custom,combo_ev_top10__pullback2,期待値上位10件 x 反落-2%,239,45.6,1.568,18.866,-9.618,4.24,89,125,25,55.3,47.2,7.505,-3.746
custom_recent,custom,combo_ev_top10__pullback2__margin_le10,期待値上位10件 x 反落-2% x 信用倍率10倍以下,233,42.1,1.352,24.012,-12.808,4.19,79,131,23,47.8,42.2,7.462,-3.795
custom_recent,custom,combo_ev_top10__pullback2__margin_le20,期待値上位10件 x 反落-2% x 信用倍率20倍以下,238,44.5,1.404,25.624,-11.503,4.15,87,127,24,46.8,43.1,7.285,-3.836
custom_recent,custom,combo_ev_top10__pullback2__margin_le5,期待値上位10件 x 反落-2% x 信用倍率5倍以下,227,42.3,1.248,22.936,-11.394,4.19,77,124,26,48.9,45.3,6.948,-3.839
custom_recent,custom,combo_ev_top10__pullback2__short_pressure,期待値上位10件 x 反落-2% x 売り残比率10%以上,233,42.1,1.352,24.012,-12.808,4.19,79,131,23,47.8,42.2,7.462,-3.795
custom_recent,custom,combo_ev_top10__rsi70,期待値上位10件 x RSI70反落,254,47.2,1.305,17.883,-10.69,3.7,114,133,7,60.0,51.9,6.568,-3.615
custom_recent,custom,combo_ev_top10__rsi70__margin_le10,期待値上位10件 x RSI70反落 x 信用倍率10倍以下,244,45.1,1.439,38.334,-12.485,3.69,106,134,4,52.1,45.9,6.943,-3.709
custom_recent,custom,combo_ev_top10__rsi70__margin_le20,期待値上位10件 x RSI70反落 x 信用倍率20倍以下,248,44.4,1.14,38.204,-13.143,3.57,107,138,3,51.0,45.7,6.598,-3.836
custom_recent,custom,combo_ev_top10__rsi70__margin_le5,期待値上位10件 x RSI70反落 x 信用倍率5倍以下,240,45.0,1.416,47.931,-11.732,3.74,105,132,3,50.0,48.6,6.7,-3.812
custom_recent,custom,combo_ev_top10__rsi70__short_pressure,期待値上位10件 x RSI70反落 x 売り残比率10%以上,244,45.1,1.439,38.334,-12.485,3.69,106,134,4,52.1,45.9,6.943,-3.709
custom_recent,custom,combo_ev_top10__trailing3,期待値上位10件 x トレーリング3%,268,42.5,-0.073,1.119,-14.299,1.51,113,78,1,60.4,50.0,3.134,-2.417
custom_recent,custom,combo_ev_top10__trailing3__margin_le10,期待値上位10件 x トレーリング3% x 信用倍率10倍以下,263,41.4,-0.114,-1.4,-15.915,1.5,108,80,1,50.0,46.1,3.052,-2.431
custom_recent,custom,combo_ev_top10__trailing3__margin_le20,期待値上位10件 x トレーリング3% x 信用倍率20倍以下,263,43.0,-0.078,6.593,-13.488,1.46,112,78,1,51.9,46.3,3.019,-2.427
custom_recent,custom,combo_ev_top10__trailing3__margin_le5,期待値上位10件 x トレーリング3% x 信用倍率5倍以下,257,40.9,-0.228,-2.072,-13.498,1.62,104,80,1,52.9,49.6,2.945,-2.559
custom_recent,custom,combo_ev_top10__trailing3__short_pressure,期待値上位10件 x トレーリング3% x 売り残比率10%以上,263,41.4,-0.114,-1.4,-15.915,1.5,108,80,1,50.0,46.1,3.052,-2.431
custom_recent,custom,combo_ev_top10__trailing5,期待値上位10件 x トレーリング5%,264,37.5,-0.321,-5.276,-13.403,2.84,97,101,3,51.9,44.3,4.455,-3.027
custom_recent,custom,combo_ev_top10__trailing5__margin_le10,期待値上位10件 x トレーリング5% x 信用倍率10倍以下,263,38.0,-0.121,-1.976,-14.491,2.73,95,105,5,48.1,43.8,4.579,-3.046
custom_recent,custom,combo_ev_top10__trailing5__margin_le20,期待値上位10件 x トレーリング5% x 信用倍率20倍以下,262,38.2,-0.135,2.155,-11.498,2.68,97,100,3,46.2,41.0,4.518,-3.071
custom_recent,custom,combo_ev_top10__trailing5__margin_le5,期待値上位10件 x トレーリング5% x 信用倍率5倍以下,253,40.3,-0.287,-4.375,-12.779,2.93,99,106,3,52.0,52.6,4.427,-3.204
custom_recent,custom,combo_ev_top10__trailing5__short_pressure,期待値上位10件 x トレーリング5% x 売り残比率10%以上,263,38.0,-0.121,-1.976,-14.491,2.73,95,105,5,48.1,43.8,4.579,-3.046
custom_recent,custom,combo_position_limited__atr15,保有数制限 x ATR 1.5倍,244,34.0,0.476,14.99,-11.625,3.96,81,112,2,43.8,35.9,7.034,-3.562
custom_recent,custom,combo_position_limited__atr15__margin_le10,保有数制限 x ATR 1.5倍 x 信用倍率10倍以下,237,32.5,0.828,19.547,-14.735,4.0,74,116,3,40.4,34.7,7.331,-3.727
custom_recent,custom,combo_position_limited__atr15__margin_le20,保有数制限 x ATR 1.5倍 x 信用倍率20倍以下,241,33.6,0.664,20.905,-14.096,3.93,78,116,3,39.6,34.7,7.238,-3.747
custom_recent,custom,combo_position_limited__atr15__margin_le5,保有数制限 x ATR 1.5倍 x 信用倍率5倍以下,233,33.0,0.371,21.371,-13.416,3.92,74,113,3,41.3,37.6,6.631,-3.783
custom_recent,custom,combo_position_limited__atr15__short_pressure,保有数制限 x ATR 1.5倍 x 売り残比率10%以上,237,32.5,0.828,19.547,-14.735,4.0,74,116,3,40.4,34.7,7.331,-3.727
custom_recent,custom,combo_position_limited__fixed10,保有数制限 x 固定10%,240,41.2,1.235,24.727,-7.685,4.05,74,134,32,37.5,41.6,5.896,-3.732
custom_recent,custom,combo_position_limited__fixed10__margin_le10,保有数制限 x 固定10% x 信用倍率10倍以下,245,39.2,1.005,20.306,-12.688,3.78,77,142,26,38.8,38.9,5.597,-4.022
