scenario,mix_name,date,daily_return_pct,equity,drawdown_pct,combo_current__pullback2__margin_le20_return_pct,combo_current__ma5__margin_le20_return_pct,combo_current__rsi70__margin_le5_return_pct,combo_current__fixed10_return_pct
2020_covid_crash,core_mix,2020-03-11,0.0,99.6056,-0.3944,0.0,0.0,0.0,0.0
2020_covid_crash,core_mix,2020-03-12,-0.1288,99.4768,-0.5232,0.0,0.0,0.0,-1.2882
2020_covid_crash,core_mix,2020-03-13,0.0,99.4768,-0.5232,0.0,0.0,0.0,0.0
2020_covid_crash,core_mix,2020-03-14,0.0181,99.4949,-0.5051,0.0,0.0,0.0,0.181
2020_covid_crash,core_mix,2020-03-15,0.011,99.5059,-0.4941,0.0,0.0,0.0,0.1101
2020_covid_crash,core_mix,2020-03-16,0.0,99.5059,-0.4941,0.0,0.0,0.0,0.0
2020_covid_crash,core_mix,2020-03-17,0.0,99.5059,-0.4941,0.0,0.0,0.0,0.0
2020_covid_crash,core_mix,2020-03-18,0.001,99.5069,-0.4931,0.0,0.0,0.0,0.0097
2020_covid_crash,core_mix,2020-03-19,-0.0338,99.4731,-0.5269,0.0,0.0,0.0,-0.3379
2020_covid_crash,core_mix,2020-03-20,0.0323,99.5054,-0.4946,0.0,0.0,0.0,0.3232
2020_covid_crash,core_mix,2020-03-21,0.2479,99.7534,-0.2466,0.0,0.0,0.0,2.4792
2020_covid_crash,core_mix,2020-03-22,0.0,99.7534,-0.2466,0.0,0.0,0.0,0.0
2020_covid_crash,core_mix,2020-03-23,0.0,99.7534,-0.2466,0.0,0.0,0.0,0.0
2020_covid_crash,core_mix,2020-03-24,0.0694,99.8227,-0.1773,0.0,0.0,0.0,0.6936
2020_covid_crash,core_mix,2020-03-25,0.1798,100.0025,0.0,0.0,0.0,0.0,1.7982
2020_covid_crash,core_mix,2020-03-26,0.1927,100.1952,0.0,0.0,0.0,0.0,1.9271
2020_covid_crash,core_mix,2020-03-27,0.0836,100.2788,0.0,0.0,0.0,0.0,0.8359
2020_covid_crash,core_mix,2020-03-28,0.0099,100.2887,0.0,0.0,0.0,0.0,0.0989
2020_covid_crash,core_mix,2020-03-29,0.0,100.2887,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,core_mix,2020-03-30,-0.0183,100.2704,-0.0183,0.0,0.0,0.0,-0.1832
2020_covid_crash,core_mix,2020-03-31,-0.0044,100.266,-0.0226,0.0,0.0,0.0,-0.0436
2020_covid_crash,core_mix,2020-04-01,0.0141,100.2802,-0.0085,0.0,0.0,0.0,0.1414
2020_covid_crash,core_mix,2020-04-02,-0.1141,100.1661,-0.1223,0.0,0.0,0.0,-1.1414
2020_covid_crash,core_mix,2020-04-03,-0.0406,100.1255,-0.1628,0.0,0.0,0.0,-0.4059
2020_covid_crash,core_mix,2020-04-04,-0.0682,100.0573,-0.2308,0.0,0.0,0.0,-0.682
2020_covid_crash,core_mix,2020-04-05,0.1154,100.1727,-0.1157,0.0,0.0,0.0,1.1543
2020_covid_crash,core_mix,2020-04-06,-0.0045,100.1682,-0.1202,0.0,0.0,0.0,-0.0453
2020_covid_crash,core_mix,2020-04-07,0.0304,100.1986,-0.0899,0.0,0.0,0.0,0.3044
2020_covid_crash,core_mix,2020-04-08,-0.0439,100.1547,-0.1336,0.0,0.0,0.0,-0.4389
2020_covid_crash,core_mix,2020-04-09,-0.0257,100.1291,-0.1592,0.0,0.0,0.0,-0.2565
2020_covid_crash,core_mix,2020-04-10,0.1061,100.2352,-0.0534,0.0,0.0,0.0,1.0615
2020_covid_crash,core_mix,2020-04-11,0.0209,100.2561,-0.0326,0.0,0.0,0.0,0.2087
2020_covid_crash,core_mix,2020-04-12,0.0,100.2561,-0.0326,0.0,0.0,0.0,0.0
2020_covid_crash,core_mix,2020-04-13,0.0264,100.2825,-0.0062,0.0,0.0,0.0,0.2643
2020_covid_crash,core_mix,2020-04-14,-0.0057,100.2768,-0.0119,0.0,0.0,0.0,-0.0571
2020_covid_crash,core_mix,2020-04-15,0.0169,100.2937,0.0,0.0,0.0,0.0,0.1691
2020_covid_crash,core_mix,2020-04-16,-0.0304,100.2633,-0.0303,0.0,0.0,0.0,-0.3039
2020_covid_crash,core_mix,2020-04-17,0.4182,100.6815,0.0,0.0,0.0,0.0,4.1819
2020_covid_crash,core_mix,2020-04-18,0.0172,100.6987,0.0,0.0,0.0,0.0,0.1717
2020_covid_crash,core_mix,2020-04-19,-0.0172,100.6815,-0.0171,0.0,0.0,0.0,-0.1717
2020_covid_crash,core_mix,2020-04-20,-0.0113,100.6702,-0.0282,0.0,0.0,0.0,-0.1127
2020_covid_crash,core_mix,2020-04-21,-0.0123,100.6579,-0.0405,0.0,0.0,0.0,-0.1233
2020_covid_crash,core_mix,2020-04-22,-0.1079,100.55,-0.1477,0.0,0.0,0.0,-1.0791
2020_covid_crash,core_mix,2020-04-23,0.0897,100.6396,-0.0586,0.0,0.0,0.0,0.8966
2020_covid_crash,core_mix,2020-04-24,0.0083,100.6479,-0.0504,0.0,0.0,0.0,0.0829
2020_covid_crash,core_mix,2020-04-25,0.0318,100.6798,-0.0188,0.0,0.0,0.0,0.3182
2020_covid_crash,core_mix,2020-04-26,-0.0085,100.6712,-0.0273,0.0,0.0,0.0,-0.0854
2020_covid_crash,core_mix,2020-04-27,0.2144,100.8856,0.0,0.0,0.0,0.0,2.1436
2020_covid_crash,core_mix,2020-04-28,0.1157,101.0012,0.0,0.0,0.0,0.0,1.1566
2020_covid_crash,core_mix,2020-04-29,-0.0796,100.9216,-0.0788,0.0,0.0,0.0,-0.7959
2020_covid_crash,core_mix,2020-04-30,-0.0118,100.9099,-0.0904,0.0,0.0,0.0,-0.1177
2020_covid_crash,pullback2_only,2020-02-20,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-02-21,0.0,100.0,0.0,0.0,0.0,0.0,-0.0475
2020_covid_crash,pullback2_only,2020-02-22,0.0,100.0,0.0,0.0,0.0,0.0,-0.9756
2020_covid_crash,pullback2_only,2020-02-23,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-02-24,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-02-25,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-02-26,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-02-27,0.0,100.0,0.0,0.0,0.0,0.0,-0.5811
2020_covid_crash,pullback2_only,2020-02-28,0.0,100.0,0.0,0.0,0.0,0.0,-0.1656
2020_covid_crash,pullback2_only,2020-02-29,0.0,100.0,0.0,0.0,0.0,0.0,0.6539
2020_covid_crash,pullback2_only,2020-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-02,0.0,100.0,0.0,0.0,0.0,0.0,-0.2393
2020_covid_crash,pullback2_only,2020-03-03,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-04,0.0,100.0,0.0,0.0,0.0,0.0,-0.5203
2020_covid_crash,pullback2_only,2020-03-05,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-06,0.0,100.0,0.0,0.0,0.0,0.0,-1.1162
2020_covid_crash,pullback2_only,2020-03-07,0.0,100.0,0.0,0.0,0.0,0.0,-0.9518
2020_covid_crash,pullback2_only,2020-03-08,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-09,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-10,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-11,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-12,0.0,100.0,0.0,0.0,0.0,0.0,-1.2882
2020_covid_crash,pullback2_only,2020-03-13,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-14,0.0,100.0,0.0,0.0,0.0,0.0,0.181
2020_covid_crash,pullback2_only,2020-03-15,0.0,100.0,0.0,0.0,0.0,0.0,0.1101
2020_covid_crash,pullback2_only,2020-03-16,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-17,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-18,0.0,100.0,0.0,0.0,0.0,0.0,0.0097
2020_covid_crash,pullback2_only,2020-03-19,0.0,100.0,0.0,0.0,0.0,0.0,-0.3379
2020_covid_crash,pullback2_only,2020-03-20,0.0,100.0,0.0,0.0,0.0,0.0,0.3232
2020_covid_crash,pullback2_only,2020-03-21,0.0,100.0,0.0,0.0,0.0,0.0,2.4792
2020_covid_crash,pullback2_only,2020-03-22,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-23,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-24,0.0,100.0,0.0,0.0,0.0,0.0,0.6936
2020_covid_crash,pullback2_only,2020-03-25,0.0,100.0,0.0,0.0,0.0,0.0,1.7982
2020_covid_crash,pullback2_only,2020-03-26,0.0,100.0,0.0,0.0,0.0,0.0,1.9271
2020_covid_crash,pullback2_only,2020-03-27,0.0,100.0,0.0,0.0,0.0,0.0,0.8359
2020_covid_crash,pullback2_only,2020-03-28,0.0,100.0,0.0,0.0,0.0,0.0,0.0989
2020_covid_crash,pullback2_only,2020-03-29,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-03-30,0.0,100.0,0.0,0.0,0.0,0.0,-0.1832
2020_covid_crash,pullback2_only,2020-03-31,0.0,100.0,0.0,0.0,0.0,0.0,-0.0436
2020_covid_crash,pullback2_only,2020-04-01,0.0,100.0,0.0,0.0,0.0,0.0,0.1414
2020_covid_crash,pullback2_only,2020-04-02,0.0,100.0,0.0,0.0,0.0,0.0,-1.1414
2020_covid_crash,pullback2_only,2020-04-03,0.0,100.0,0.0,0.0,0.0,0.0,-0.4059
2020_covid_crash,pullback2_only,2020-04-04,0.0,100.0,0.0,0.0,0.0,0.0,-0.682
2020_covid_crash,pullback2_only,2020-04-05,0.0,100.0,0.0,0.0,0.0,0.0,1.1543
2020_covid_crash,pullback2_only,2020-04-06,0.0,100.0,0.0,0.0,0.0,0.0,-0.0453
2020_covid_crash,pullback2_only,2020-04-07,0.0,100.0,0.0,0.0,0.0,0.0,0.3044
2020_covid_crash,pullback2_only,2020-04-08,0.0,100.0,0.0,0.0,0.0,0.0,-0.4389
2020_covid_crash,pullback2_only,2020-04-09,0.0,100.0,0.0,0.0,0.0,0.0,-0.2565
2020_covid_crash,pullback2_only,2020-04-10,0.0,100.0,0.0,0.0,0.0,0.0,1.0615
2020_covid_crash,pullback2_only,2020-04-11,0.0,100.0,0.0,0.0,0.0,0.0,0.2087
2020_covid_crash,pullback2_only,2020-04-12,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,pullback2_only,2020-04-13,0.0,100.0,0.0,0.0,0.0,0.0,0.2643
2020_covid_crash,pullback2_only,2020-04-14,0.0,100.0,0.0,0.0,0.0,0.0,-0.0571
2020_covid_crash,pullback2_only,2020-04-15,0.0,100.0,0.0,0.0,0.0,0.0,0.1691
2020_covid_crash,pullback2_only,2020-04-16,0.0,100.0,0.0,0.0,0.0,0.0,-0.3039
2020_covid_crash,pullback2_only,2020-04-17,0.0,100.0,0.0,0.0,0.0,0.0,4.1819
2020_covid_crash,pullback2_only,2020-04-18,0.0,100.0,0.0,0.0,0.0,0.0,0.1717
2020_covid_crash,pullback2_only,2020-04-19,0.0,100.0,0.0,0.0,0.0,0.0,-0.1717
2020_covid_crash,pullback2_only,2020-04-20,0.0,100.0,0.0,0.0,0.0,0.0,-0.1127
2020_covid_crash,pullback2_only,2020-04-21,0.0,100.0,0.0,0.0,0.0,0.0,-0.1233
2020_covid_crash,pullback2_only,2020-04-22,0.0,100.0,0.0,0.0,0.0,0.0,-1.0791
2020_covid_crash,pullback2_only,2020-04-23,0.0,100.0,0.0,0.0,0.0,0.0,0.8966
2020_covid_crash,pullback2_only,2020-04-24,0.0,100.0,0.0,0.0,0.0,0.0,0.0829
2020_covid_crash,pullback2_only,2020-04-25,0.0,100.0,0.0,0.0,0.0,0.0,0.3182
2020_covid_crash,pullback2_only,2020-04-26,0.0,100.0,0.0,0.0,0.0,0.0,-0.0854
2020_covid_crash,pullback2_only,2020-04-27,0.0,100.0,0.0,0.0,0.0,0.0,2.1436
2020_covid_crash,pullback2_only,2020-04-28,0.0,100.0,0.0,0.0,0.0,0.0,1.1566
2020_covid_crash,pullback2_only,2020-04-29,0.0,100.0,0.0,0.0,0.0,0.0,-0.7959
2020_covid_crash,pullback2_only,2020-04-30,0.0,100.0,0.0,0.0,0.0,0.0,-0.1177
2020_covid_crash,defensive_mix,2020-02-20,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-02-21,-0.0095,99.9905,-0.0095,0.0,0.0,0.0,-0.0475
2020_covid_crash,defensive_mix,2020-02-22,-0.1951,99.7954,-0.2046,0.0,0.0,0.0,-0.9756
2020_covid_crash,defensive_mix,2020-02-23,0.0,99.7954,-0.2046,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-02-24,0.0,99.7954,-0.2046,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-02-25,0.0,99.7954,-0.2046,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-02-26,0.0,99.7954,-0.2046,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-02-27,-0.1162,99.6792,-0.3208,0.0,0.0,0.0,-0.5811
2020_covid_crash,defensive_mix,2020-02-28,-0.0331,99.646,-0.354,0.0,0.0,0.0,-0.1656
2020_covid_crash,defensive_mix,2020-02-29,0.1308,99.7768,-0.2232,0.0,0.0,0.0,0.6539
2020_covid_crash,defensive_mix,2020-03-01,0.0,99.7768,-0.2232,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-03-02,-0.0479,99.729,-0.271,0.0,0.0,0.0,-0.2393
2020_covid_crash,defensive_mix,2020-03-03,0.0,99.729,-0.271,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-03-04,-0.1041,99.6249,-0.3751,0.0,0.0,0.0,-0.5203
2020_covid_crash,defensive_mix,2020-03-05,0.0,99.6249,-0.3751,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-03-06,-0.2232,99.4017,-0.5983,0.0,0.0,0.0,-1.1162
2020_covid_crash,defensive_mix,2020-03-07,-0.1904,99.2113,-0.7887,0.0,0.0,0.0,-0.9518
2020_covid_crash,defensive_mix,2020-03-08,0.0,99.2113,-0.7887,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-03-09,0.0,99.2113,-0.7887,0.0,0.0,0.0,0.0
2020_covid_crash,defensive_mix,2020-03-10,0.0,99.2113,-0.7887,0.0,0.0,0.0,0.0
